,time,lat,lon,dev_acc_d
0,2022-03-19 15:12:54,35.7243804,51.3865214,0.0
1,2022-03-19 15:12:59,35.7234923,51.3859841,0.0
2,2022-03-19 15:13:04,35.7232337,51.3867117,0.07172
3,2022-03-19 15:13:09,35.7231381,51.3876568,0.15773
4,2022-03-19 15:13:14,35.7230824,51.388778,0.25916
5,2022-03-19 15:13:19,35.7231459,51.3898776,0.35871
6,2022-03-19 15:13:24,35.7231398,51.3909907,0.45923
7,2022-03-19 15:13:29,35.7231276,51.3920586,0.55567
8,2022-03-19 15:13:34,35.7232423,51.3930035,0.64194
9,2022-03-19 15:13:39,35.7235358,51.3938906,0.72845
10,2022-03-19 15:13:44,35.7238618,51.3946296,0.8044
11,2022-03-19 15:13:49,35.7241686,51.3952213,0.86779
12,2022-03-19 15:13:54,35.7245596,51.3960022,0.95064
13,2022-03-19 15:13:59,35.724789,51.396899,1.03555
14,2022-03-19 15:14:04,35.7246661,51.3978951,1.12653
15,2022-03-19 15:14:09,35.7242154,51.3988007,1.22245
16,2022-03-19 15:14:14,35.7235937,51.3995499,1.31919
17,2022-03-19 15:14:19,35.7229525,51.4000785,1.40501
18,2022-03-19 15:14:24,35.7225447,51.4003621,1.4571
19,2022-03-19 15:14:29,35.7224388,51.4004074,1.46957
20,2022-03-19 15:14:34,35.7225035,51.4004376,1.47726
21,2022-03-19 15:14:39,35.7225821,51.4004814,1.48686
22,2022-03-19 15:14:44,35.7225569,51.4003156,1.50209
23,2022-03-19 15:14:49,35.7225664,51.4003719,1.50729
24,2022-03-19 15:14:54,35.7225682,51.4003796,1.50801
25,2022-03-19 15:14:59,35.7225683,51.40038,1.50805
26,2022-03-19 15:15:04,35.7224758,51.4004817,1.52184
27,2022-03-19 15:15:09,35.7223422,51.4006693,1.54437
28,2022-03-19 15:15:14,35.7223537,51.4011788,1.5904
29,2022-03-19 15:15:19,35.7223801,51.4018148,1.64791
30,2022-03-19 15:15:24,35.7223499,51.4022765,1.68974
31,2022-03-19 15:15:29,35.7223782,51.4023856,1.70008
32,2022-03-19 15:15:34,35.7224642,51.4024165,1.71004
33,2022-03-19 15:15:39,35.7227648,51.4024039,1.7435
34,2022-03-19 15:15:44,35.7230333,51.4024893,1.77434
35,2022-03-19 15:15:49,35.7232994,51.4025668,1.80476
36,2022-03-19 15:15:54,35.7235077,51.4025539,1.82795
37,2022-03-19 15:15:59,35.7236573,51.4026352,1.84614
38,2022-03-19 15:16:04,35.7236756,51.4030651,1.88502
39,2022-03-19 15:16:09,35.7236839,51.4036227,1.93538
40,2022-03-19 15:16:14,35.7236797,51.4039977,1.96924
41,2022-03-19 15:16:19,35.7236647,51.4043947,2.00513
42,2022-03-19 15:16:24,35.7236703,51.404716,2.03415
43,2022-03-19 15:16:29,35.723642,51.4047509,2.03861
44,2022-03-19 15:16:34,35.7236369,51.4047517,2.03918
45,2022-03-19 15:16:39,35.7236367,51.4047517,2.0392
46,2022-03-19 15:16:44,35.7236367,51.4047517,2.0392
47,2022-03-19 15:16:48,35.7236458,51.4048696,2.04989
48,2022-03-19 15:16:54,35.7236631,51.4051827,2.07823
49,2022-03-19 15:16:59,35.7236861,51.4056471,2.12025
50,2022-03-19 15:17:04,35.7237041,51.4060901,2.1603
51,2022-03-19 15:17:09,35.7237589,51.4065758,2.20458
52,2022-03-19 15:17:14,35.7238345,51.4071115,2.25368
53,2022-03-19 15:17:19,35.7238942,51.4075519,2.294
54,2022-03-19 15:17:24,35.7239299,51.4078843,2.32428
55,2022-03-19 15:17:29,35.723964,51.4081747,2.35077
56,2022-03-19 15:17:34,35.7240098,51.4084321,2.37457
57,2022-03-19 15:17:39,35.7240521,51.4087441,2.40313
58,2022-03-19 15:17:44,35.7240893,51.4091257,2.43784
59,2022-03-19 15:17:49,35.7240476,51.4095584,2.47719
60,2022-03-19 15:17:54,35.7240018,51.4097882,2.49855
61,2022-03-19 15:17:59,35.7239903,51.4098261,2.50221
62,2022-03-19 15:18:04,35.72399,51.4098267,2.50227
